00088.55701,      00058.122,      0084.12043,    00004.47199,   00018.542
038.44006129,     77.49757797,000037.82096,  0026.4774,     048.424864
   00002.795085,    0019.583,      07.53220776,    000092.951,     12.15853146
  000023.187,  000057.6407,     0016.133,00078.7593,  0000058.684
00007.847506,   00093.963,59.61055, 10.01986, 000097.1912
    018.60422,0058.6502745,88.69474518,  0000090.0889,      002.092518
     0024.9714894, 000045.82641,     91.312994,00068.662313,    66.90211695
    43.08032122, 0099.8778911,      24.71117153,  0046.6545383,   00091.66433
     18.7640562,      046.21356346,      098.99997, 05.5254703,      0030.3620734
      000020.0805,000081.4235,   59.39609523,      031.4549,    099.768091
41.444613, 00063.92862,     045.923455, 98.08315358,      000016.3287
     0077.4073,      018.7788,     4.7872612,42.12006088, 078.3056953
   00030.4875,  0016.82112,     0000048.322,      000056.7888,00058.262941
   000053.921,    068.33936,  24.94291111,  35.7852569,    0091.091
 000033.30864, 87.3180851,      61.9053166,  098.1649404,063.315752
35.0761498,     099.23052353,     052.3281341,    0046.205824,23.88268547
   000070.4239, 023.1575954,      00035.32623,   11.449788,     02.49408
42.10258,049.49507579,   0000025.9404,    002.649792,    0000096.647
      35.533729,  00047.7243,   008.936075,     93.09587806,      00012.74946
    000090.612,      0081.3511377, 000002.96532,  00000085.461,  73.8399636
   065.6231221, 0021.43552,   3.225127278,      25.3421935,      024.3589
 69.25817,  70.57200143,     20.3874897,     84.01189786, 78.3934254
   62.503593, 00002.574803,      000079.33237,  00039.87515,     053.81372
   0047.7661272, 001.2834536,  23.9979743,    0086.24526,  49.34457972
      00068.872,      00008.063,     18.588974, 0052.9712,     038.7906
   0000070.124,   0086.6725515,  000033.9696, 0000015.9172, 095.55489133
   00008.961379,  0000024.944,00071.048, 8.820483082,  016.02682401
    52.84477626,     64.50328545,    084.76644,      051.4184,     66.6246729
 000048.5716,     00015.0215,  012.03971,0089.696518, 000000.24937
     0004.05271,      059.0205,  00035.41279,   00025.406666,82.519218
     00032.847522,   0054.9838,    043.597437,  000063.221,     4.8551704
   19.2031124,    000038.77, 00076.1616,      00038.507788,022.133193
 0000001.1567,    029.11417,   71.55324751,  0060.516501,  00030.8514
 000099.95882,  000031.9516,  0041.8883,  35.50002,    000041.7806
00039.9205, 83.75272183,  00046.0381, 003.05413,  0044.84385
  88.253664,   0.027546321,     080.872952, 031.981807,      43.916483
 0000015.2106,      052.88485,0036.376768,   09.206536609,   091.5989043
      87.29084291, 005.6967048,   0084.791,     00064.337555,      00091.2026
    0012.91379, 026.6547769,    5.20989439,   000019.201,  0009.854487
72.57993673,     62.952661,    00049.9948,  0087.751777,      00000051.064
   0000004.0318,089.924856,     034.90926,0037.244,    000014.705
  30.6778013, 0000025.7537,      24.29525466,      0000092.5455, 000010.437
    32.183009,     0023.0234468,30.0943263,  90.931073, 15.45952755
   00000037.714,      028.3812,      60.314236, 00000078.047,  088.32655256
   093.8989635,00000033.294,041.7319673,   51.35720963,000000046.81
